('名次', '选手', '战队', '位置', '出场次数', 'KDA', '参团率', '场均击杀', '单场最高击杀', '场均死亡', '单场最高死亡', '场均助攻', '单场最高助攻', 'GPM', 'CSPM', '每分钟输出', '输出占比', '每分钟承受伤害', '承受伤害占比', '每分钟插眼数', '每分钟排眼数')
['38', 'FXZ', 'ME', '打野', '30', '4.0', '70.7%', '1.3', '6', '2.8', '7', '9.7', '20', '287', '3.86', '199', '9.6%', '744', '26.7%', '0.88', '0.40']
['39', 'hunamu', 'ME', '辅助', '32', '3.7', '69.9%', '0.9', '6', '2.9', '8', '9.7', '29', '261', '1.67', '221', '10.6%', '477', '16.9%', '1.32', '0.31']
['40', 'Marge', 'Tyloo', 'ADC', '13', '4.9', '75.6%', '4.2', '8', '2.0', '5', '5.6', '14', '416', '9.26', '609', '31.6%', '380', '13.4%', '0.41', '0.27']
['41', 'zhuangzhou', 'Tyloo', '辅助', '42', '3.0', '74.3%', '0.9', '4', '3.1', '10', '8.6', '16', '260', '1.62', '164', '8.5%', '493', '17.6%', '1.24', '0.34']
['42', 'MaxPower', 'Tyloo', '上单', '11', '3.6', '56.9%', '2.9', '6', '2.3', '6', '5.4', '10', '420', '8.81', '495', '24.6%', '623', '22.6%', '0.56', '0.09']
['43', 'Gueyuexin', 'Tyloo', '打野', '42', '5.3', '73.4%', '2.1', '6', '1.8', '6', '7.3', '14', '331', '5.22', '215', '11.2%', '846', '30.2%', '0.97', '0.44']
['44', 'ANGELO', 'Tyloo', '中单', '39', '5.6', '72.9%', '3.4', '12', '1.7', '5', '5.9', '13', '409', '9.31', '526', '27.3%', '448', '16.0%', '0.61', '0.29']
['45', 'Mianju', 'Tyloo', '上单', '31', '3.0', '56.5%', '1.7', '10', '2.3', '7', '5.1', '16', '369', '7.70', '424', '22.3%', '660', '23.4%', '0.61', '0.13']
['46', 'ZIV', 'Tyloo', 'ADC', '29', '5.3', '76.4%', '4.4', '9', '1.8', '5', '5.3', '10', '444', '9.96', '574', '29.7%', '362', '13.0%', '0.40', '0.33']
['47', 'JayOvO', 'Tyloo', '中单', '3', '3.0', '66.7%', '3.3', '4', '2.7', '5', '4.7', '8', '424', '9.56', '481', '24.9%', '459', '16.4%', '0.65', '0.23']
['48', 'Clx', 'JDM', '中单', '31', '5.2', '74.2%', '3.2', '7', '2.1', '6', '7.8', '16', '401', '8.93', '547', '29.1%', '417', '15.2%', '0.61', '0.22']
['49', 'RIKA', 'JDM', '打野', '31', '4.0', '71.9%', '2.5', '6', '2.6', '6', '8.2', '20', '311', '4.49', '229', '12.2%', '783', '28.6%', '1.21', '0.39']
['50', 'UP', 'JDM', '上单', '26', '2.2', '55.2%', '3.9', '7', '3.8', '8', '4.5', '11', '393', '8.21', '460', '24.3%', '838', '30.3%', '0.44', '0.14']
['51', 'TEEEN', 'JDM', '辅助', '31', '4.6', '68.6%', '1.3', '3', '2.2', '6', '9.0', '17', '250', '1.37', '191', '10.2%', '420', '15.3%', '1.45', '0.34']
['52', 'Cori', 'JDM', 'ADC', '31', '5.9', '71.0%', '4.3', '13', '1.8', '4', '6.3', '14', '411', '9.05', '457', '24.3%', '295', '10.8%', '0.37', '0.29']
['53', 'ALIELIE', 'JDM', '上单', '5', '2.6', '49.3%', '2.2', '5', '2.6', '4', '4.6', '9', '376', '8.14', '450', '24.6%', '760', '28.8%', '0.40', '0.18']
['54', 'BBD', 'TF', 'ADC', '26', '6.6', '72.6%', '4.3', '10', '1.3', '4', '4.5', '10', '454', '10.43', '590', '31.3%', '317', '12.1%', '0.32', '0.35']
['55', 'Sundae', 'TF', '上单', '33', '2.7', '59.7%', '1.6', '7', '2.7', '8', '5.6', '14', '384', '8.40', '411', '21.5%', '701', '26.5%', '0.55', '0.12']
['56', 'Crank', 'TF', '中单', '26', '6.4', '67.5%', '3.6', '8', '1.3', '4', '4.7', '10', '404', '8.93', '562', '29.4%', '406', '15.4%', '0.48', '0.22']
['57', 'Gao', 'TF', 'ADC', '7', '3.4', '72.9%', '5.3', '7', '2.6', '4', '3.6', '8', '457', '10.42', '660', '32.6%', '303', '10.8%', '0.36', '0.45']
['58', 'Xinmo', 'TF', '辅助', '33', '4.5', '69.9%', '0.5', '3', '1.9', '4', '8.0', '17', '263', '1.57', '165', '8.7%', '366', '13.8%', '1.52', '0.33']
['59', 'Brave', 'TF', '打野', '32', '5.0', '71.7%', '2.2', '8', '1.8', '5', '6.5', '15', '337', '5.28', '187', '9.8%', '851', '32.3%', '1.09', '0.46']
['60', 'Dnwn', 'TF', '打野', '1', '2.0', '76.9%', '0.0', '0', '5.0', '5', '10.0', '10', '284', '4.47', '124', '5.7%', '953', '31.1%', '1.08', '0.63']
['61', 'Rough', 'TF', '中单', '7', '4.8', '81.7%', '2.4', '5', '2.0', '4', '7.1', '11', '402', '9.41', '495', '25.8%', '436', '16.3%', '0.63', '0.27']
['62', 'X41007', 'MSC', 'ADC', '2', '7.5', '93.8%', '4.0', '6', '1.0', '2', '3.5', '5', '431', '10.68', '596', '34.3%', '387', '14.4%', '0.44', '0.29']
['63', 'Jefflee', 'MSC', '上单', '28', '3.5', '62.7%', '1.9', '13', '2.0', '4', '5.2', '15', '390', '8.48', '414', '21.6%', '629', '24.8%', '0.56', '0.10']
['64', 'M1anhua', 'MSC', '打野', '26', '4.3', '70.8%', '2.0', '5', '1.8', '6', '5.9', '16', '321', '5.04', '226', '11.8%', '820', '32.9%', '1.22', '0.52']
['65', 'Xiaofan', 'MSC', '打野', '2', '5.0', '76.9%', '0.5', '1', '2.0', '3', '9.5', '18', '281', '4.43', '157', '8.2%', '851', '28.1%', '0.48', '0.37']
['66', 'NIKI', 'MSC', '辅助', '9', '8.8', '79.5%', '1.0', '4', '1.3', '3', '10.7', '19', '264', '1.25', '210', '9.7%', '363', '14.1%', '1.40', '0.35']
['67', 'Xtra', 'MSC', '中单', '22', '5.6', '68.4%', '2.3', '7', '1.4', '6', '5.4', '15', '404', '9.59', '499', '26.3%', '407', '15.9%', '0.54', '0.25']
['68', 'Gentle', 'MSC', 'ADC', '26', '5.4', '72.8%', '4.2', '15', '1.5', '5', '4.1', '12', '451', '10.68', '613', '31.8%', '300', '11.9%', '0.39', '0.44']
['69', '430', 'MSC', '辅助', '19', '3.3', '72.0%', '0.5', '2', '2.1', '5', '6.4', '14', '243', '1.22', '145', '8.1%', '362', '14.4%', '1.35', '0.23']
['70', 'CHEN9', 'MSC', '中单', '6', '4.2', '76.1%', '3.8', '8', '2.0', '3', '4.7', '10', '404', '9.15', '512', '26.1%', '449', '18.4%', '0.45', '0.41']
['71', 'Sprout', 'PRW', '上单', '7', '2.8', '58.4%', '1.7', '6', '2.3', '4', '4.7', '8', '339', '7.74', '320', '18.9%', '533', '21.0%', '0.35', '0.10']
['72', 'Betsy', 'PRW', '上单', '20', '4.9', '59.8%', '1.9', '6', '1.6', '5', '5.7', '16', '375', '8.15', '343', '18.9%', '599', '23.1%', '0.49', '0.09']
['73', 'Puff', 'PRW', 'ADC', '27', '4.8', '77.0%', '5.0', '11', '2.0', '5', '4.5', '11', '448', '10.47', '621', '34.9%', '369', '14.3%', '0.42', '0.45']
['74', 'Southwind', 'PRW', '辅助', '27', '4.3', '73.7%', '0.7', '3', '2.1', '6', '8.3', '20', '245', '1.01', '180', '10.1%', '358', '13.9%', '1.42', '0.28']
['75', 'XiNian', 'PRW', '中单', '27', '4.2', '68.0%', '3.0', '8', '2.0', '6', '5.4', '14', '383', '8.61', '428', '24.0%', '408', '15.8%', '0.64', '0.26']
['76', 'Bademan', 'PRW', '打野', '27', '3.1', '72.5%', '1.7', '6', '2.9', '7', '7.2', '16', '311', '4.68', '215', '12.1%', '864', '33.5%', '0.76', '0.34']
['77', 'wangchen', 'SYX', '辅助', '37', '2.6', '72.3%', '0.6', '3', '2.6', '6', '6.3', '16', '243', '1.27', '159', '8.5%', '391', '14.1%', '1.24', '0.31']
['78', 'PAnG', 'SYX', 'ADC', '7', '2.0', '72.9%', '2.6', '9', '3.0', '6', '3.6', '10', '392', '9.37', '548', '33.0%', '385', '13.5%', '0.33', '0.28']
['79', 'Yanxuan', 'SYX', 'ADC', '30', '3.0', '69.8%', '3.4', '8', '2.2', '5', '3.4', '11', '421', '9.82', '604', '31.6%', '339', '12.3%', '0.41', '0.35']
['80', 'Ayuny', 'SYX', '打野', '37', '2.8', '72.0%', '1.2', '4', '2.5', '7', '5.6', '14', '304', '4.86', '213', '11.4%', '872', '31.4%', '0.68', '0.38']
['81', 'F', 'SYX', '上单', '37', '2.1', '57.4%', '1.4', '5', '2.5', '7', '4.1', '11', '370', '8.71', '372', '19.9%', '671', '24.2%', '0.57', '0.19']
['82', 'XGD', 'SYX', '中单', '37', '4.0', '72.0%', '3.1', '9', '1.7', '5', '3.7', '12', '420', '10.28', '529', '28.3%', '494', '17.8%', '0.40', '0.25']
['83', 'Kabe', 'TSG', '上单', '31', '2.7', '60.3%', '2.5', '10', '2.4', '7', '4.0', '12', '409', '9.09', '395', '22.3%', '678', '25.1%', '0.46', '0.08']
['84', 'XiaoWeiXiao', 'TSG', '中单', '15', '3.0', '73.5%', '2.7', '10', '2.4', '9', '4.5', '10', '394', '9.07', '525', '28.7%', '482', '17.4%', '0.61', '0.32']
['85', 'Xinyi', 'TSG', '打野', '31', '2.6', '67.2%', '2.0', '9', '2.8', '7', '5.2', '18', '319', '4.94', '216', '12.2%', '800', '29.6%', '0.91', '0.45']
['86', 'HanXuan', 'TSG', '中单', '16', '2.6', '58.5%', '3.1', '8', '2.7', '5', '3.8', '8', '389', '8.72', '423', '24.8%', '465', '17.7%', '0.39', '0.28']
['87', 'Remedy', 'TSG', '辅助', '30', '2.9', '65.8%', '0.5', '2', '2.5', '6', '6.6', '16', '253', '1.48', '146', '8.4%', '406', '15.0%', '1.40', '0.35']
['88', 'Closer', 'TSG', 'ADC', '31', '3.5', '63.9%', '2.8', '8', '2.0', '8', '4.1', '10', '420', '9.60', '537', '30.4%', '347', '12.9%', '0.45', '0.27']
['89', 'Linjie', 'TSG', '辅助', '1', '9.0', '69.2%', '0.0', '0', '1.0', '1', '9.0', '9', '252', '0.45', '187', '8.6%', '177', '7.8%', '1.17', '0.19']
['90', '', 'SNS', '辅助', '35', '4.1', '68.8%', '1.1', '6', '2.5', '6', '9.1', '18', '261', '1.49', '169', '8.1%', '413', '13.8%', '1.30', '0.31']
['91', 'Biubiu', 'SNS', '上单', '36', '6.2', '57.4%', '2.2', '6', '1.4', '4', '6.2', '17', '399', '8.69', '403', '19.2%', '615', '20.6%', '0.58', '0.14']
['92', 'Luofan', 'SNS', '打野', '20', '2.7', '64.6%', '1.6', '4', '3.1', '6', '6.8', '16', '299', '4.42', '182', '8.9%', '755', '24.4%', '1.12', '0.42']
['93', 'Mini', 'SNS', 'ADC', '2', '1.0', '40.0%', '0.0', '0', '2.0', '2', '2.0', '2', '321', '8.15', '255', '16.0%', '240', '9.0%', '0.43', '0.27']
['94', 'Bananafish', 'SNS', 'ADC', '34', '5.5', '69.3%', '4.4', '9', '1.9', '5', '6.1', '12', '437', '9.73', '596', '28.1%', '362', '12.1%', '0.34', '0.32']
['95', 'Dian', 'SNS', '中单', '36', '5.3', '63.8%', '4.1', '11', '1.8', '6', '5.3', '13', '421', '9.51', '566', '27.0%', '463', '15.5%', '0.44', '0.31']
['96', 'Koala', 'SNS', '打野', '13', '5.9', '63.8%', '2.8', '5', '1.9', '4', '8.5', '16', '330', '5.11', '251', '11.5%', '727', '25.0%', '1.30', '0.48']
['97', 'Sora', 'SNS', '辅助', '36', '4.1', '68.4%', '1.0', '6', '2.5', '6', '9.0', '18', '262', '1.51', '169', '8.1%', '413', '13.8%', '1.31', '0.31']
['98', 'KKS', 'SNS', '打野', '3', '12.0', '61.5%', '3.7', '5', '0.7', '1', '4.3', '7', '354', '5.31', '225', '11.7%', '649', '25.1%', '1.06', '0.34']
['99', 'TTS', 'VP', '上单', '35', '2.8', '60.6%', '3.0', '12', '2.6', '6', '4.2', '12', '400', '8.69', '389', '21.1%', '764', '26.7%', '0.58', '0.17']
['100', 'pang', 'VP', '中单', '35', '4.0', '66.8%', '2.6', '7', '2.0', '5', '5.3', '16', '375', '8.25', '442', '23.9%', '501', '17.5%', '0.83', '0.27']
['101', 'axiu', 'VP', '打野', '35', '3.0', '79.1%', '2.0', '6', '3.1', '7', '7.4', '17', '315', '4.82', '243', '13.2%', '828', '28.9%', '0.90', '0.37']
['102', 'Dong', 'VP', '辅助', '17', '3.7', '71.7%', '0.6', '2', '2.8', '6', '9.7', '19', '262', '1.50', '154', '7.8%', '445', '15.4%', '1.39', '0.39']
['103', 'kai', 'VP', 'ADC', '35', '3.4', '70.2%', '3.7', '9', '2.5', '6', '4.6', '15', '431', '10.10', '613', '33.2%', '369', '12.9%', '0.44', '0.32']
['104', 'hao', 'VP', '辅助', '18', '3.0', '73.3%', '0.5', '2', '2.3', '5', '6.5', '16', '233', '0.99', '161', '9.4%', '352', '12.4%', '1.29', '0.22']
['105', 'Endless', 'UP', 'ADC', '41', '6.1', '81.7%', '4.2', '15', '1.6', '6', '5.5', '11', '439', '9.87', '661', '35.1%', '315', '12.3%', '0.40', '0.36']
['106', 'AIX', 'UP', '打野', '40', '4.2', '75.1%', '2.0', '5', '2.1', '6', '6.9', '16', '317', '4.97', '229', '12.2%', '849', '33.0%', '1.10', '0.55']
['107', 'Xintai', 'UP', '辅助', '41', '3.6', '77.8%', '0.7', '3', '2.6', '7', '8.6', '23', '259', '1.33', '176', '9.3%', '442', '17.2%', '1.38', '0.35']
['108', 'Yueguan', 'UP', '上单', '41', '3.7', '57.3%', '1.5', '6', '1.9', '6', '5.3', '14', '365', '7.88', '313', '16.6%', '628', '24.5%', '0.60', '0.14']
['109', 'Youdang', 'UP', '打野', '1', '5.5', '84.6%', '3.0', '3', '2.0', '2', '8.0', '8', '325', '4.29', '180', '9.4%', '889', '36.1%', '0.54', '0.45']
['110', 'Peng', 'UP', '中单', '41', '6.9', '82.3%', '3.6', '9', '1.4', '4', '6.2', '14', '417', '9.46', '507', '26.9%', '332', '12.9%', '0.60', '0.32']
['111', 'lin', 'KM', '辅助', '34', '2.9', '80.6%', '0.7', '4', '2.3', '5', '5.8', '17', '244', '1.34', '147', '8.6%', '379', '13.1%', '1.40', '0.31']
['112', 'hong', 'KM', 'ADC', '34', '2.5', '71.1%', '2.7', '7', '2.3', '5', '3.0', '10', '404', '9.65', '491', '28.6%', '379', '13.1%', '0.35', '0.32']
['113', 'yang', 'KM', '中单', '17', '2.2', '73.5%', '1.7', '4', '2.6', '5', '4.0', '13', '364', '8.72', '494', '27.1%', '429', '15.1%', '0.59', '0.24']
['114', 'feng', 'KM', '打野', '34', '1.7', '78.4%', '1.2', '6', '3.7', '8', '5.1', '15', '291', '4.38', '199', '11.6%', '862', '29.7%', '1.01', '0.32']
['115', 'jun', 'KM', '上单', '34', '1.3', '54.6%', '1.2', '6', '3.5', '8', '3.2', '9', '350', '7.95', '409', '23.8%', '782', '27.0%', '0.56', '0.12']
['116', 'GODLOU', 'KM', '中单', '17', '1.6', '70.2%', '2.7', '9', '3.6', '8', '3.1', '10', '370', '8.51', '443', '27.7%', '574', '19.4%', '0.47', '0.21']
['117', 'HEROK', 'RWS', '上单', '25', '2.7', '60.9%', '1.4', '5', '2.6', '6', '5.6', '17', '354', '7.73', '391', '20.6%', '644', '22.9%', '0.51', '0.12']
['118', 'Bear', 'RWS', '打野', '13', '1.8', '77.9%', '1.5', '5', '3.7', '7', '5.3', '17', '304', '4.81', '228', '12.5%', '890', '31.3%', '1.03', '0.43']
['119', 'szh', 'RWS', '中单', '25', '4.2', '68.7%', '3.4', '9', '1.8', '5', '4.4', '15', '405', '9.37', '477', '25.2%', '486', '17.3%', '0.51', '0.22']
['120', 'xyy', 'RWS', '辅助', '10', '2.3', '72.6%', '0.3', '1', '2.7', '7', '5.8', '15', '240', '1.66', '149', '8.0%', '472', '16.1%', '1.13', '0.20']
['121', 'HELPLER', 'RWS', 'ADC', '25', '3.1', '77.5%', '4.3', '10', '2.9', '7', '4.5', '12', '429', '9.86', '625', '33.0%', '405', '14.4%', '0.39', '0.30']
['122', 'NAILAO', 'RWS', '打野', '12', '3.2', '60.2%', '1.9', '4', '2.7', '6', '6.7', '14', '318', '4.87', '244', '12.4%', '743', '26.8%', '1.15', '0.46']
['123', 'CHANGE', 'RWS', '辅助', '15', '4.8', '79.5%', '0.7', '2', '2.2', '5', '9.9', '19', '257', '1.35', '174', '9.1%', '452', '16.6%', '1.15', '0.18']
['124', 'Deceit', 'QNG', '辅助', '8', '2.3', '69.8%', '0.6', '2', '2.0', '4', '4.0', '12', '231', '1.43', '102', '7.5%', '417', '16.9%', '1.57', '0.22']
['125', 'AR', 'QNG', '打野', '34', '2.9', '72.7%', '2.2', '7', '2.5', '7', '5.0', '13', '295', '4.37', '189', '11.8%', '718', '27.8%', '1.11', '0.43']
['126', 'Tides', 'QNG', '中单', '34', '3.0', '75.7%', '2.2', '9', '2.5', '6', '5.3', '14', '379', '8.97', '479', '29.7%', '384', '14.9%', '0.48', '0.30']
['127', 'moledy', 'QNG', '上单', '34', '3.4', '66.8%', '2.2', '7', '2.0', '6', '4.4', '11', '382', '8.77', '383', '23.7%', '653', '25.2%', '0.46', '0.17']
['128', 'KABOSU', 'QNG', 'ADC', '26', '3.7', '70.8%', '3.1', '8', '2.1', '6', '4.6', '8', '403', '9.34', '456', '27.1%', '334', '12.7%', '0.42', '0.34']
['129', 'KIMRAIN', 'QNG', '辅助', '26', '2.7', '66.5%', '0.3', '2', '2.7', '6', '6.9', '13', '239', '1.73', '116', '6.9%', '515', '19.7%', '1.50', '0.36']
['130', 'A1', 'QNG', 'ADC', '8', '3.5', '71.7%', '2.2', '7', '1.4', '3', '2.5', '8', '401', '10.24', '420', '30.9%', '350', '14.2%', '0.27', '0.26']
['131', 'weed', 'LZQ', 'ADC', '2', '14.5', '87.9%', '5.0', '5', '1.0', '1', '9.5', '13', '463', '9.68', '720', '35.5%', '311', '13.4%', '0.40', '0.49']
['132', 'yuen', 'LZQ', 'ADC', '6', '2.9', '76.0%', '1.2', '6', '3.3', '6', '8.3', '15', '296', '3.88', '302', '14.8%', '386', '13.8%', '1.08', '0.28']
['133', 'yuen', 'LZQ', '辅助', '19', '2.7', '78.9%', '0.5', '4', '2.6', '6', '6.6', '19', '235', '1.32', '159', '9.3%', '430', '16.4%', '1.45', '0.25']
['134', 'Even', 'LZQ', '中单', '25', '4.2', '75.6%', '2.8', '11', '1.8', '5', '4.7', '13', '390', '9.26', '459', '25.5%', '438', '16.5%', '0.39', '0.29']
['135', 'candy', 'LZQ', '打野', '12', '2.5', '79.3%', '1.1', '5', '2.9', '6', '6.2', '16', '288', '4.28', '185', '10.5%', '793', '31.9%', '1.13', '0.43']
['136', 'Glutton', 'LZQ', '上单', '25', '2.3', '63.8%', '1.3', '4', '2.7', '5', '5.0', '14', '357', '7.73', '416', '23.1%', '628', '23.6%', '0.55', '0.16']
['137', 'WESTDAM', 'LZQ', 'ADC', '17', '2.5', '72.5%', '3.1', '8', '2.4', '5', '2.8', '9', '384', '8.91', '493', '29.3%', '376', '14.2%', '0.40', '0.34']
['138', 'WESTDAM', 'LZQ', '辅助', '6', '2.6', '69.3%', '3.5', '8', '3.3', '7', '5.2', '11', '349', '6.44', '389', '19.1%', '476', '17.1%', '0.82', '0.30']
['139', 'RN', 'LZQ', '打野', '13', '2.9', '77.8%', '2.4', '7', '2.8', '4', '5.7', '10', '321', '5.19', '294', '16.2%', '770', '27.3%', '0.66', '0.37']
['140', 'POLARIS', 'SG', '上单', '31', '3.5', '57.1%', '2.6', '8', '1.7', '6', '3.4', '13', '425', '9.15', '466', '25.1%', '697', '25.7%', '0.57', '0.16']
['141', 'Lilian', 'SG', 'ADC', '31', '5.6', '71.1%', '3.4', '10', '1.4', '4', '4.2', '14', '427', '9.90', '544', '29.3%', '344', '12.7%', '0.47', '0.43']
['142', 'XiaoliuLian', 'SG', '打野', '28', '3.7', '70.1%', '1.5', '6', '2.0', '7', '6.1', '15', '323', '5.26', '239', '13.2%', '854', '31.2%', '1.01', '0.41']
['143', 'XiaoLanp', 'SG', '中单', '31', '5.1', '68.7%', '2.5', '8', '1.4', '4', '4.8', '12', '393', '8.96', '471', '25.4%', '423', '15.6%', '0.54', '0.22']
['144', 'Moonlight', 'SG', '辅助', '31', '3.3', '69.3%', '0.8', '3', '2.2', '7', '6.6', '16', '255', '1.35', '147', '8.0%', '412', '15.2%', '1.25', '0.22']
['145', 'Weidi', 'SG', '打野', '3', '1.8', '64.3%', '0.7', '1', '3.3', '5', '5.3', '6', '294', '3.90', '135', '6.4%', '704', '27.5%', '2.14', '0.51']
['146', 'TT', 'SN', '上单', '28', '3.5', '59.7%', '1.6', '5', '2.2', '5', '6.1', '15', '340', '7.30', '301', '15.4%', '661', '23.6%', '0.55', '0.14']
['147', 'YY', 'SN', '中单', '28', '3.2', '72.7%', '3.6', '11', '2.9', '6', '5.8', '13', '397', '9.10', '614', '31.3%', '519', '18.5%', '0.62', '0.24']
['148', 'GZ', 'SN', '打野', '17', '2.3', '66.2%', '1.9', '8', '3.4', '6', '6.0', '12', '296', '4.46', '242', '12.8%', '864', '31.7%', '0.72', '0.40']
['149', 'ZZ', 'SN', '打野', '6', '2.7', '67.5%', '1.8', '3', '3.2', '4', '6.8', '11', '281', '3.93', '199', '10.5%', '748', '26.4%', '1.14', '0.62']
['150', 'XX', 'SN', '辅助', '5', '8.0', '78.7%', '0.8', '1', '1.2', '3', '8.8', '14', '239', '1.99', '141', '7.6%', '563', '19.8%', '1.26', '0.21']
['151', 'WW', 'SN', '辅助', '9', '3.8', '78.4%', '1.6', '3', '3.1', '7', '10.1', '16', '255', '1.00', '233', '10.7%', '345', '12.6%', '1.22', '0.34']
['152', 'L1UG', 'SN', 'ADC', '28', '4.6', '73.8%', '4.9', '10', '2.1', '5', '4.7', '10', '429', '9.87', '651', '33.2%', '366', '13.1%', '0.43', '0.35']
['153', '300', 'SN', '辅助', '14', '3.4', '74.9%', '0.5', '2', '2.6', '6', '8.4', '16', '238', '1.32', '116', '6.3%', '444', '15.8%', '1.06', '0.25']
['154', 'BABY6', 'SN', '打野', '5', '3.4', '75.3%', '2.2', '5', '3.6', '6', '10.0', '14', '309', '4.38', '242', '10.8%', '763', '25.4%', '1.12', '0.38']
['155', 'Chelizi', 'VSG', '上单', '30', '7.3', '65.3%', '2.5', '7', '1.0', '5', '4.8', '9', '379', '8.34', '390', '21.4%', '600', '22.9%', '0.47', '0.10']
['156', 'Meteor', 'VSG', '打野', '30', '4.1', '70.0%', '2.8', '7', '1.9', '7', '5.1', '14', '345', '5.62', '268', '14.8%', '849', '32.4%', '0.79', '0.41']
['157', 'Raphael', 'VSG', '中单', '30', '4.1', '66.2%', '2.1', '5', '1.8', '6', '5.3', '15', '375', '8.41', '462', '25.4%', '426', '16.3%', '0.60', '0.20']
['158', 'BoBo', 'VSG', 'ADC', '30', '5.4', '67.4%', '3.2', '10', '1.4', '4', '4.4', '10', '419', '9.83', '559', '30.7%', '336', '12.8%', '0.36', '0.27']
['159', 'Rabbit97', 'VSG', '辅助', '15', '3.8', '63.5%', '0.5', '2', '1.9', '5', '6.5', '12', '249', '1.66', '133', '6.9%', '448', '17.1%', '1.04', '0.24']
['160', '1874', 'VSG', '辅助', '15', '5.9', '66.5%', '0.7', '4', '1.3', '3', '6.9', '14', '251', '1.57', '144', '8.5%', '368', '14.1%', '1.08', '0.32']
['161', 'Solokill', 'BJO', '上单', '28', '2.2', '55.1%', '1.5', '7', '2.4', '6', '3.7', '13', '341', '7.56', '368', '21.7%', '638', '24.0%', '0.53', '0.10']
['162', 'kimi', 'BJO', '中单', '28', '3.0', '70.7%', '2.5', '9', '2.2', '5', '4.1', '12', '366', '8.54', '416', '24.5%', '467', '17.5%', '0.59', '0.21']
['163', 'Cheng', 'BJO', 'ADC', '28', '3.3', '78.3%', '3.3', '12', '2.2', '6', '4.1', '14', '397', '9.31', '605', '35.6%', '394', '14.8%', '0.44', '0.39']
['164', 'KeYi', 'BJO', '辅助', '26', '3.4', '74.3%', '0.7', '2', '2.1', '5', '6.3', '19', '234', '1.43', '146', '8.4%', '396', '14.7%', '1.19', '0.30']
['165', 'lwandy', 'BJO', '辅助', '2', '1.4', '72.2%', '0.5', '1', '4.5', '5', '6.0', '11', '180', '0.57', '192', '14.7%', '316', '14.0%', '1.10', '0.28']
['166', 'Mingzai', 'BJO', '打野', '28', '2.3', '72.6%', '1.4', '4', '2.9', '6', '5.4', '17', '281', '4.39', '160', '9.4%', '773', '29.1%', '1.10', '0.50']
['167', 'Huhu', 'VC', '上单', '34', '2.4', '58.8%', '2.1', '6', '2.4', '7', '3.7', '10', '370', '8.23', '394', '22.2%', '645', '23.9%', '0.52', '0.15']
['168', 'Hu1', 'VC', '打野', '34', '2.8', '74.5%', '1.6', '7', '2.6', '6', '5.7', '16', '315', '5.00', '205', '11.6%', '790', '29.3%', '1.03', '0.41']
['169', 'Killking', 'VC', 'ADC', '10', '3.1', '60.2%', '2.7', '8', '2.4', '5', '4.7', '11', '403', '9.33', '429', '23.8%', '349', '12.3%', '0.42', '0.23']
['170', 'Chunibyo', 'VC', '中单', '11', '3.4', '81.2%', '3.3', '9', '2.5', '4', '5.0', '13', '397', '9.03', '551', '28.7%', '448', '15.8%', '0.48', '0.22']
['171', 'lanyemao', 'VC', 'ADC', '24', '2.9', '71.5%', '2.9', '10', '2.2', '6', '3.5', '9', '407', '9.51', '548', '31.0%', '342', '13.0%', '0.42', '0.22']
['172', 'Qiuchen', 'VC', '辅助', '34', '2.6', '72.4%', '0.3', '2', '2.7', '6', '6.9', '21', '233', '1.16', '149', '8.4%', '448', '16.6%', '1.05', '0.32']
['173', 'CHENGZI', 'VC', '中单', '23', '2.4', '72.0%', '2.9', '6', '3.0', '7', '4.1', '10', '399', '9.23', '496', '29.0%', '483', '18.3%', '0.56', '0.18']
['174', 'TANK', 'OG', '中单', '33', '4.8', '71.7%', '3.5', '11', '1.8', '5', '4.8', '15', '416', '9.76', '560', '27.6%', '387', '14.6%', '0.51', '0.19']
['175', 'Clowz', 'OG', '上单', '33', '4.2', '61.0%', '2.5', '7', '1.7', '6', '4.6', '13', '397', '9.09', '471', '23.3%', '636', '24.0%', '0.52', '0.20']
['176', 'GALA', 'OG', 'ADC', '33', '3.7', '71.9%', '3.9', '16', '2.3', '8', '4.5', '13', '419', '9.61', '606', '29.9%', '376', '14.2%', '0.37', '0.34']
['177', 'CuteM', 'OG', '辅助', '4', '2.0', '62.9%', '0.5', '1', '2.8', '6', '5.0', '9', '244', '1.66', '107', '6.4%', '366', '16.8%', '1.20', '0.27']
['178', 'Rashomon', 'OG', '辅助', '29', '2.8', '67.1%', '0.3', '2', '2.9', '10', '7.8', '18', '231', '1.26', '153', '7.4%', '443', '16.5%', '1.09', '0.23']
['179', 'l3est16', 'OG', '打野', '33', '3.5', '72.2%', '1.4', '5', '2.4', '8', '7.0', '17', '300', '4.60', '240', '11.9%', '810', '30.6%', '0.96', '0.46']
['180', 'Koro1', 'VTG', '上单', '27', '3.0', '53.6%', '1.6', '5', '2.3', '6', '5.4', '10', '385', '8.31', '438', '21.7%', '648', '24.3%', '0.48', '0.10']
['181', 'wuxx', 'VTG', 'ADC', '16', '5.4', '73.2%', '5.1', '12', '1.8', '6', '4.6', '8', '451', '10.13', '645', '32.7%', '369', '14.1%', '0.34', '0.34']
['182', 'TBQ', 'VTG', '打野', '7', '3.3', '67.4%', '2.0', '4', '2.7', '5', '6.9', '14', '316', '4.67', '208', '9.4%', '754', '29.6%', '1.12', '0.40']
