('名次', '选手', '战队', '位置', '出场次数', 'KDA', '参团率', '场均击杀', '单场最高击杀', '场均死亡', '单场最高死亡', '场均助攻', '单场最高助攻', 'GPM', 'CSPM', '每分钟输出', '输出占比', '每分钟承受伤害', '承受伤害占比', '每分钟插眼数', '每分钟排眼数')
['183', 'Sask', 'VTG', '中单', '27', '4.5', '65.0%', '3.5', '12', '1.9', '5', '5.0', '12', '401', '8.46', '509', '25.3%', '489', '18.3%', '0.58', '0.18']
['184', 'Avoidless', 'VTG', '打野', '13', '3.8', '68.2%', '1.6', '5', '2.2', '4', '6.5', '13', '320', '4.79', '217', '10.8%', '853', '31.5%', '0.95', '0.38']
['185', 'Mint', 'VTG', 'ADC', '11', '5.6', '72.5%', '4.4', '14', '1.6', '5', '4.7', '11', '456', '10.08', '658', '31.7%', '301', '11.0%', '0.38', '0.34']
['186', 'Realey', 'VTG', '辅助', '27', '3.7', '72.1%', '0.8', '2', '2.6', '6', '8.6', '17', '259', '1.18', '175', '8.7%', '368', '13.8%', '1.27', '0.38']
['187', 'JUEJUE', 'VTG', '打野', '7', '4.4', '76.2%', '3.9', '7', '2.6', '5', '7.6', '13', '360', '5.45', '328', '18.2%', '829', '30.6%', '0.93', '0.32']
['188', 'Soul', 'KOF', '辅助', '26', '3.3', '73.9%', '1.1', '3', '3.1', '7', '9.1', '24', '260', '1.63', '171', '8.2%', '508', '17.2%', '1.17', '0.32']
['189', 'Malygos', 'KOF', '打野', '24', '3.1', '65.8%', '2.6', '8', '3.0', '9', '6.7', '17', '318', '4.59', '275', '13.1%', '795', '26.7%', '0.97', '0.28']
['190', 'AK', 'KOF', '上单', '29', '3.3', '61.4%', '1.8', '6', '2.6', '8', '6.5', '17', '371', '7.80', '404', '19.7%', '730', '24.9%', '0.61', '0.14']
['191', 'Mantouz', 'KOF', '中单', '21', '3.0', '69.5%', '3.6', '8', '3.0', '8', '5.5', '12', '386', '8.37', '598', '28.4%', '464', '15.3%', '0.46', '0.10']
['192', 'Scardorz', 'KOF', 'ADC', '29', '3.0', '74.1%', '4.8', '11', '3.3', '7', '5.2', '16', '435', '9.21', '650', '31.6%', '455', '15.5%', '0.39', '0.29']
['193', 'LIN', 'KOF', '辅助', '3', '2.6', '67.6%', '0.3', '1', '3.0', '4', '7.3', '14', '269', '1.57', '114', '6.6%', '498', '18.4%', '1.09', '0.22']
['194', 'Swi1e', 'KOF', '中单', '5', '4.8', '62.4%', '2.4', '7', '2.2', '5', '8.2', '15', '397', '8.64', '410', '20.9%', '402', '15.4%', '0.40', '0.37']
['195', 'Luffy', 'KOF', '中单', '3', '3.6', '52.9%', '2.0', '3', '1.7', '2', '4.0', '9', '376', '8.55', '574', '30.7%', '311', '11.3%', '0.51', '0.16']
['196', 'Bdao', 'KOF', '打野', '5', '2.1', '61.8%', '3.0', '7', '3.2', '6', '3.8', '6', '343', '5.37', '253', '13.7%', '839', '30.9%', '0.87', '0.31']
['197', 'qingzui997', 'SC', '上单', '40', '3.5', '60.4%', '3.7', '7', '2.3', '7', '4.3', '9', '417', '8.70', '478', '26.8%', '669', '25.1%', '0.52', '0.13']
['198', 'Fishball', 'SC', '打野', '40', '4.6', '75.2%', '2.1', '5', '2.1', '7', '7.8', '14', '328', '4.88', '203', '11.4%', '784', '29.5%', '0.85', '0.43']
['199', 'tianqiu', 'SC', '中单', '40', '3.9', '64.4%', '2.6', '9', '2.2', '6', '5.9', '16', '390', '8.50', '417', '23.4%', '465', '17.5%', '0.52', '0.21']
['200', 'hardgirl', 'SC', 'ADC', '36', '5.0', '68.6%', '4.1', '12', '1.8', '5', '5.0', '10', '434', '9.61', '528', '29.6%', '309', '11.7%', '0.41', '0.34']
['201', 'Longdan', 'SC', '辅助', '40', '3.6', '70.1%', '0.9', '3', '2.6', '6', '8.3', '18', '255', '1.25', '166', '9.3%', '432', '16.3%', '1.67', '0.38']
['202', 'Urara', 'SC', 'ADC', '4', '5.2', '60.8%', '2.5', '4', '1.5', '3', '5.2', '9', '430', '9.49', '436', '24.3%', '327', '11.6%', '0.38', '0.32']
['203', 'hashiqi', 'TRG', '上单', '12', '1.5', '62.6%', '1.0', '4', '3.2', '7', '3.8', '12', '344', '7.68', '346', '20.4%', '645', '21.9%', '0.48', '0.11']
['204', 'RedSnow', 'TRG', '辅助', '24', '2.1', '75.1%', '0.4', '3', '3.2', '6', '6.2', '18', '244', '1.21', '175', '10.0%', '437', '15.1%', '1.31', '0.26']
['205', 'cubi', 'TRG', '上单', '12', '2.3', '60.7%', '1.1', '2', '2.7', '4', '5.1', '17', '338', '7.58', '293', '16.2%', '636', '22.5%', '0.43', '0.10']
['206', 'cubi', 'TRG', '打野', '12', '2.0', '73.6%', '1.4', '6', '2.8', '6', '4.2', '8', '308', '5.15', '170', '10.0%', '818', '27.8%', '1.05', '0.42']
['207', 'satan', 'TRG', '中单', '24', '2.0', '67.1%', '2.5', '8', '3.0', '5', '3.5', '9', '391', '9.12', '549', '31.3%', '570', '19.7%', '0.51', '0.25']
['208', 'FS', 'TRG', 'ADC', '24', '2.6', '78.9%', '3.2', '11', '2.7', '5', '3.8', '11', '387', '8.36', '483', '27.6%', '416', '14.4%', '0.37', '0.28']
['209', 'PAPILLON', 'TRG', '打野', '12', '2.8', '79.5%', '2.0', '5', '2.9', '4', '6.1', '19', '320', '5.36', '280', '15.5%', '827', '29.2%', '1.05', '0.37']
['210', 'MrLonely', 'CCF', 'ADC', '27', '2.5', '75.2%', '4.1', '11', '3.7', '8', '5.0', '13', '412', '9.15', '603', '30.9%', '397', '15.4%', '0.38', '0.21']
['211', 'ChenP', 'CCF', '上单', '27', '2.6', '68.5%', '1.8', '7', '3.1', '7', '6.5', '18', '357', '7.56', '409', '21.0%', '692', '26.8%', '0.50', '0.10']
['212', 'shuijiao', 'CCF', '中单', '27', '3.1', '69.7%', '2.5', '10', '2.7', '6', '6.0', '15', '359', '7.55', '449', '23.1%', '453', '17.5%', '0.69', '0.17']
['213', 'Dreary', 'CCF', '打野', '6', '1.7', '79.2%', '1.8', '6', '3.8', '7', '4.5', '13', '268', '4.23', '221', '12.5%', '682', '25.5%', '0.70', '0.43']
['214', 'Dreary', 'CCF', '辅助', '3', '3.8', '82.9%', '2.3', '4', '3.0', '5', '9.0', '12', '278', '1.71', '172', '9.5%', '536', '20.5%', '1.10', '0.41']
['215', 'Dandi', 'CCF', '辅助', '12', '2.0', '76.5%', '0.9', '3', '3.6', '5', '6.4', '15', '219', '0.77', '174', '9.9%', '313', '12.0%', '0.87', '0.22']
['216', 'ZCYAN', 'CCF', '打野', '21', '3.5', '77.4%', '2.9', '8', '2.9', '8', '7.4', '17', '346', '5.46', '314', '15.7%', '735', '28.7%', '0.94', '0.37']
['217', '1998', 'CCF', '辅助', '12', '5.2', '76.6%', '1.0', '3', '2.1', '5', '9.9', '20', '255', '0.68', '214', '9.9%', '273', '10.7%', '1.37', '0.34']
['218', 'wajueji', 'LX', '打野', '9', '1.5', '78.4%', '1.1', '4', '2.9', '5', '3.3', '7', '288', '5.20', '186', '13.5%', '738', '28.9%', '1.14', '0.55']
['219', 'wajueji', 'LX', 'ADC', '1', '5.0', '100.0%', '1.0', '1', '1.0', '1', '4.0', '4', '290', '5.60', '183', '14.2%', '749', '28.1%', '1.25', '0.44']
['220', 'meifa', 'LX', '上单', '19', '1.1', '55.4%', '1.1', '5', '2.6', '5', '1.9', '7', '339', '8.11', '358', '24.8%', '640', '24.7%', '0.47', '0.07']
['221', 'meifa', 'LX', '辅助', '1', '0.8', '60.0%', '0.0', '0', '4.0', '4', '3.0', '3', '306', '7.43', '263', '20.5%', '642', '24.1%', '0.41', '0.10']
['222', 'chushen', 'LX', '上单', '1', '0.2', '20.0%', '0.0', '0', '5.0', '5', '1.0', '1', '197', '1.92', '52', '4.1%', '520', '19.5%', '0.84', '0.41']
['223', 'chushen', 'LX', '辅助', '9', '1.0', '60.8%', '0.2', '1', '3.3', '5', '3.2', '8', '210', '1.36', '114', '8.2%', '406', '15.9%', '0.84', '0.31']
['224', 'dianjing', 'LX', '打野', '1', '0.3', '20.0%', '0.0', '0', '3.0', '3', '1.0', '1', '328', '9.18', '424', '33.0%', '448', '16.8%', '0.51', '0.20']
['225', 'dianjing', 'LX', 'ADC', '19', '0.9', '57.4%', '1.6', '6', '3.3', '11', '1.4', '4', '342', '8.46', '379', '26.3%', '371', '14.3%', '0.49', '0.20']
['226', 'shukong', 'LX', '中单', '20', '1.2', '65.1%', '1.7', '4', '2.8', '6', '1.8', '5', '357', '9.20', '411', '28.6%', '436', '16.8%', '0.53', '0.19']
['227', 'Moli', 'LX', '打野', '10', '1.2', '72.0%', '0.7', '2', '2.9', '6', '2.9', '9', '256', '4.05', '163', '10.8%', '713', '27.1%', '0.54', '0.24']
581
['1', 'Rekkles', 'FNC', 'ADC', '25', '15.9', '76.4%', '4.8', '10', '0.6', '4', '4.7', '9', '499', '12.00', '709', '34.1%', '227', '8.4%', '0.36', '0.60']
['2', 'Hylissang', 'FNC', '辅助', '25', '3.7', '69.0%', '0.6', '2', '2.3', '7', '8.1', '15', '261', '1.38', '142', '6.8%', '441', '16.3%', '1.44', '0.24']
['3', 'SoaZ', 'FNC', '上单', '16', '2.5', '58.4%', '1.8', '5', '2.7', '6', '5.0', '10', '374', '8.04', '358', '17.7%', '821', '30.5%', '0.57', '0.15']
['4', 'Caps', 'FNC', '中单', '25', '5.0', '70.0%', '3.8', '8', '1.8', '6', '5.0', '13', '437', '9.97', '687', '33.0%', '510', '18.9%', '0.46', '0.26']
['5', 'Broxah', 'FNC', '打野', '25', '7.4', '73.2%', '1.3', '4', '1.2', '6', '7.9', '16', '326', '4.90', '156', '7.5%', '725', '26.9%', '1.38', '0.36']
['6', 'Bwipo', 'FNC', '上单', '9', '3.0', '61.7%', '2.7', '5', '2.9', '6', '6.1', '9', '406', '8.46', '446', '20.2%', '740', '27.3%', '0.59', '0.08']
['7', 'Betsy', 'GIA', '中单', '18', '2.8', '68.0%', '2.6', '8', '2.3', '4', '3.9', '8', '404', '9.80', '584', '32.3%', '477', '16.5%', '0.43', '0.23']
['8', 'Djoko', 'GIA', '打野', '18', '3.0', '77.3%', '0.9', '2', '2.5', '5', '6.4', '13', '294', '4.42', '163', '9.0%', '938', '32.4%', '1.23', '0.65']
['9', 'Steeelback', 'GIA', 'ADC', '18', '3.7', '71.5%', '2.8', '8', '1.8', '4', '4.0', '11', '421', '10.05', '506', '27.9%', '342', '11.8%', '0.38', '0.23']
['10', 'ruin', 'GIA', '上单', '18', '2.6', '68.0%', '2.2', '6', '2.5', '6', '4.3', '8', '396', '8.82', '395', '21.8%', '729', '25.1%', '0.60', '0.23']
['11', 'targamas', 'GIA', '辅助', '18', '3.0', '75.6%', '0.9', '3', '2.4', '6', '6.3', '16', '252', '1.71', '161', '8.9%', '412', '14.2%', '1.31', '0.33']
['12', 'Profit', 'ROC', '上单', '18', '3.1', '63.5%', '1.4', '4', '1.8', '5', '4.2', '10', '376', '8.84', '375', '19.5%', '648', '24.6%', '0.60', '0.16']
['13', 'Blanc', 'ROC', '中单', '18', '4.8', '81.1%', '3.3', '9', '1.5', '3', '3.9', '10', '422', '10.19', '549', '28.5%', '412', '15.7%', '0.56', '0.25']
['14', 'Memento', 'ROC', '打野', '18', '3.3', '75.5%', '1.3', '4', '2.0', '6', '5.4', '11', '309', '4.83', '186', '9.7%', '830', '31.5%', '1.37', '0.53']
['15', 'HeaQ', 'ROC', 'ADC', '18', '4.0', '74.8%', '2.2', '6', '1.7', '6', '4.4', '9', '420', '10.07', '670', '34.8%', '329', '12.5%', '0.59', '0.37']
['16', 'norskeren', 'ROC', '辅助', '18', '3.5', '79.9%', '0.7', '3', '2.0', '5', '6.3', '12', '261', '2.02', '144', '7.5%', '413', '15.7%', '1.62', '0.48']
['17', 'Shook', 'H2K', '打野', '15', '2.8', '63.8%', '0.9', '2', '2.3', '5', '5.5', '11', '290', '4.26', '184', '8.0%', '898', '29.9%', '0.77', '0.26']
['18', 'Santorin', 'H2K', '打野', '6', '1.5', '82.6%', '0.5', '1', '2.2', '3', '2.7', '10', '287', '4.44', '131', '8.4%', '801', '32.2%', '1.44', '0.57']
['19', 'Smittyj', 'H2K', '上单', '23', '1.9', '76.1%', '1.6', '6', '3.1', '6', '4.3', '12', '385', '8.75', '461', '22.8%', '823', '28.8%', '0.51', '0.17']
['20', 'Caedrel', 'H2K', '打野', '2', '0.2', '100.0%', '0.5', '1', '2.5', '3', '0.0', '0', '272', '4.86', '97', '10.2%', '816', '29.4%', '1.53', '0.48']
['21', 'Caedrel', 'H2K', '中单', '6', '1.6', '78.3%', '0.8', '2', '1.8', '4', '2.2', '8', '364', '9.18', '414', '26.3%', '427', '17.2%', '0.47', '0.27']
['22', 'Selfie', 'H2K', '中单', '17', '4.2', '77.8%', '2.6', '7', '1.6', '4', '4.4', '12', '423', '10.30', '556', '25.6%', '445', '14.9%', '0.45', '0.29']
['23', 'sheriff', 'H2K', 'ADC', '23', '4.5', '84.7%', '2.8', '7', '1.4', '4', '3.7', '10', '425', '10.25', '748', '36.9%', '339', '11.9%', '0.45', '0.38']
['24', 'promisq', 'H2K', '辅助', '23', '2.8', '79.0%', '0.3', '3', '2.2', '5', '5.7', '16', '244', '1.64', '131', '6.5%', '388', '13.6%', '1.84', '0.45']
['25', 'Samux', 'UOL', 'ADC', '18', '5.2', '74.9%', '3.0', '9', '1.4', '5', '4.4', '11', '429', '10.36', '612', '31.6%', '335', '11.2%', '0.34', '0.35']
['26', 'WhiteKnight', 'UOL', '上单', '18', '2.2', '53.1%', '1.6', '4', '2.4', '4', '3.7', '12', '357', '7.84', '370', '19.1%', '731', '24.5%', '0.58', '0.18']
['27', 'Totoro', 'UOL', '辅助', '18', '2.6', '74.3%', '0.5', '3', '2.8', '4', '6.9', '16', '245', '1.57', '129', '6.7%', '496', '16.6%', '1.64', '0.44']
['28', 'Exileh', 'UOL', '中单', '18', '2.6', '73.7%', '3.2', '10', '2.8', '7', '4.2', '11', '405', '9.61', '614', '31.7%', '570', '19.1%', '0.56', '0.23']
['29', 'Kold', 'UOL', '打野', '18', '4.2', '76.0%', '1.7', '6', '1.8', '4', '5.8', '18', '316', '5.29', '211', '10.9%', '851', '28.5%', '1.40', '0.50']
['30', 'Vizicsacsi', 'S04', '上单', '18', '2.2', '56.7%', '1.4', '6', '2.3', '4', '3.8', '8', '375', '8.59', '392', '20.1%', '848', '29.9%', '0.62', '0.21']
['31', 'Vander', 'S04', 'ADC', '2', '3.8', '78.9%', '2.5', '5', '2.0', '3', '5.0', '5', '404', '9.17', '437', '28.2%', '224', '8.0%', '0.37', '0.52']
['32', 'Vander', 'S04', '辅助', '16', '2.8', '72.4%', '0.2', '1', '2.3', '6', '6.4', '19', '243', '1.58', '105', '5.3%', '424', '14.9%', '1.53', '0.27']
['33', 'Nukeduck', 'S04', '中单', '18', '4.2', '71.3%', '2.8', '9', '1.6', '4', '3.7', '8', '399', '9.60', '599', '30.7%', '369', '13.0%', '0.50', '0.27']
['34', 'Pride', 'S04', '打野', '18', '5.0', '70.7%', '1.3', '4', '1.3', '5', '5.2', '17', '309', '5.03', '204', '10.5%', '852', '30.0%', '1.43', '0.48']
['35', 'upset', 'S04', 'ADC', '16', '4.3', '77.2%', '3.6', '10', '1.6', '4', '3.4', '10', '443', '10.88', '672', '33.7%', '346', '12.2%', '0.48', '0.53']
['36', 'boris', 'S04', '辅助', '2', '2.3', '73.7%', '0.5', '1', '3.0', '6', '6.5', '11', '267', '2.55', '108', '7.0%', '528', '18.9%', '1.40', '0.30']
['37', 'Wunder', 'G2', '上单', '25', '5.2', '73.8%', '2.4', '6', '1.6', '5', '5.7', '12', '418', '9.29', '544', '25.5%', '684', '24.5%', '0.63', '0.17']
['38', 'Perkz', 'G2', '中单', '25', '3.8', '72.7%', '3.1', '9', '2.1', '5', '4.9', '18', '415', '9.79', '608', '28.5%', '479', '17.2%', '0.43', '0.30']
['39', 'Jankos', 'G2', '打野', '25', '5.4', '78.2%', '1.6', '5', '1.6', '5', '7.0', '15', '316', '5.05', '198', '9.3%', '886', '31.7%', '1.48', '0.69']
['40', 'Hjarnan', 'G2', 'ADC', '25', '5.1', '78.2%', '3.5', '12', '1.7', '6', '5.1', '12', '445', '10.54', '664', '31.2%', '325', '11.7%', '0.37', '0.43']
['41', 'Wadid', 'G2', '辅助', '25', '3.7', '74.5%', '0.4', '2', '2.2', '6', '7.8', '20', '248', '1.68', '115', '5.4%', '416', '14.9%', '1.68', '0.33']
['42', 'Jactroll', 'VIT', '辅助', '32', '2.4', '64.4%', '0.4', '2', '2.5', '11', '5.6', '12', '242', '1.31', '123', '6.4%', '447', '16.0%', '1.53', '0.21']
['43', 'Gilius', 'VIT', '打野', '32', '2.5', '69.1%', '1.2', '6', '2.6', '6', '5.2', '12', '302', '4.67', '182', '9.4%', '936', '33.4%', '1.19', '0.55']
['44', 'Cabochard', 'VIT', '上单', '32', '3.0', '65.8%', '1.5', '4', '2.1', '5', '4.7', '12', '387', '8.64', '390', '20.1%', '620', '22.2%', '0.63', '0.13']
['45', 'minitroupax', 'VIT', 'ADC', '32', '4.3', '67.8%', '3.2', '7', '1.5', '4', '3.1', '10', '452', '11.04', '645', '33.2%', '343', '12.3%', '0.40', '0.56']
['46', 'jiizuke', 'VIT', '中单', '32', '2.9', '73.5%', '3.0', '10', '2.3', '6', '3.8', '10', '409', '9.58', '602', '31.0%', '452', '16.2%', '0.64', '0.24']
['47', 'Odoamne', 'SPY', '上单', '27', '2.1', '63.5%', '2.0', '9', '2.8', '8', '3.9', '9', '362', '8.01', '405', '23.2%', '817', '32.0%', '0.62', '0.21']
['48', 'Kobbe', 'SPY', 'ADC', '27', '4.6', '68.7%', '3.0', '7', '1.4', '4', '3.4', '8', '438', '10.86', '595', '34.1%', '315', '12.4%', '0.35', '0.47']
['49', 'kaSing', 'SPY', '辅助', '27', '4.0', '71.4%', '0.4', '3', '1.7', '5', '6.2', '12', '246', '1.41', '124', '7.1%', '302', '11.9%', '1.58', '0.38']
['50', 'Xerxe', 'SPY', '打野', '27', '6.2', '76.2%', '1.1', '5', '1.1', '3', '6.0', '16', '301', '4.43', '150', '8.6%', '731', '28.6%', '1.14', '0.49']
['51', 'Nisqy', 'SPY', '中单', '27', '4.6', '67.5%', '2.7', '8', '1.4', '5', '3.6', '8', '408', '9.74', '471', '27.0%', '387', '15.2%', '0.59', '0.28']
['52', 'Sencux', 'MSF', '中单', '18', '4.3', '72.3%', '2.9', '8', '1.8', '6', '4.7', '14', '380', '8.74', '510', '26.0%', '416', '15.3%', '0.43', '0.22']
['53', 'Mikyx', 'MSF', '辅助', '18', '3.4', '80.1%', '0.4', '2', '2.5', '5', '8.1', '18', '260', '1.99', '145', '7.4%', '465', '17.1%', '1.96', '0.45']
['54', 'Maxlore', 'MSF', '打野', '18', '4.0', '73.8%', '1.7', '6', '1.9', '5', '6.1', '17', '327', '5.67', '225', '11.5%', '888', '32.6%', '1.38', '0.61']
['55', 'Alphari', 'MSF', '上单', '18', '4.1', '62.8%', '2.3', '10', '1.6', '3', '4.3', '11', '403', '9.02', '425', '21.7%', '590', '21.7%', '0.63', '0.13']
572
['1', 'Darshan', 'CLG', '上单', '18', '3.0', '66.5%', '2.1', '7', '2.3', '5', '4.9', '10', '379', '8.19', '453', '20.7%', '803', '26.5%', '0.63', '0.15']
['2', 'HuHi', 'CLG', '中单', '18', '3.5', '79.3%', '2.8', '5', '2.3', '5', '5.4', '12', '393', '9.33', '652', '29.8%', '409', '13.5%', '0.54', '0.26']
['3', 'Stixxay', 'CLG', 'ADC', '18', '3.5', '73.9%', '4.1', '13', '2.2', '5', '3.7', '8', '427', '10.12', '752', '34.3%', '379', '12.5%', '0.44', '0.48']
['4', 'Reignover', 'CLG', '打野', '18', '3.2', '73.4%', '1.0', '3', '2.4', '5', '6.7', '16', '302', '4.81', '192', '8.8%', '1026', '33.8%', '1.06', '0.41']
['5', 'Biofrost', 'CLG', '辅助', '18', '3.3', '78.2%', '0.5', '2', '2.5', '5', '7.7', '19', '249', '1.64', '139', '6.4%', '416', '13.7%', '1.40', '0.42']
['6', 'Sneaky', 'C9', 'ADC', '20', '4.3', '72.4%', '2.9', '11', '1.9', '6', '5.2', '11', '434', '10.14', '677', '32.0%', '360', '12.5%', '0.37', '0.51']
['7', 'Jensen', 'C9', '中单', '20', '7.6', '75.6%', '3.1', '8', '1.1', '3', '5.2', '10', '426', '10.19', '560', '26.5%', '362', '12.5%', '0.38', '0.27']
['8', 'Smoothie', 'C9', '辅助', '20', '3.2', '74.7%', '0.8', '3', '2.5', '5', '7.5', '14', '248', '1.45', '115', '5.5%', '412', '14.3%', '1.37', '0.26']
['9', 'LICORICE', 'C9', '上单', '20', '3.4', '63.8%', '2.6', '7', '2.1', '6', '4.4', '8', '408', '9.17', '542', '25.6%', '794', '27.5%', '0.67', '0.22']
['10', 'Svenskeren', 'C9', '打野', '20', '2.9', '73.8%', '1.6', '5', '2.8', '6', '6.5', '13', '331', '5.28', '221', '10.5%', '960', '33.2%', '1.28', '0.45']
['11', 'Xmithie', 'TL', '打野', '27', '5.4', '76.5%', '1.5', '4', '1.6', '5', '7.1', '16', '343', '5.70', '201', '10.5%', '819', '33.1%', '1.21', '0.43']
['12', 'Olleh', 'TL', '辅助', '27', '4.9', '71.2%', '0.6', '3', '1.6', '5', '7.3', '16', '267', '1.69', '157', '8.2%', '387', '15.7%', '1.54', '0.37']
['13', 'Pobelter', 'TL', '中单', '27', '5.2', '74.2%', '3.2', '10', '1.6', '4', '5.1', '11', '434', '10.10', '522', '27.3%', '417', '16.9%', '0.59', '0.32']
['14', 'Doublelift', 'TL', 'ADC', '27', '11.9', '74.8%', '4.0', '10', '0.7', '2', '4.3', '9', '452', '10.45', '590', '30.8%', '245', '9.9%', '0.43', '0.43']
['15', 'Impact', 'TL', '上单', '27', '5.0', '70.2%', '1.8', '5', '1.6', '4', '6.0', '17', '387', '8.36', '444', '23.2%', '605', '24.5%', '0.57', '0.13']
['16', 'Hauntzer', 'TSM', '上单', '22', '2.7', '63.1%', '2.3', '8', '2.3', '8', '3.8', '10', '420', '9.47', '529', '25.5%', '682', '27.1%', '0.63', '0.20']
['17', 'Bjergsen', 'TSM', '中单', '22', '8.0', '79.0%', '3.4', '7', '1.0', '4', '4.3', '12', '428', '10.17', '621', '30.0%', '300', '11.9%', '0.39', '0.19']
['18', 'Zven', 'TSM', 'ADC', '22', '4.7', '70.6%', '2.3', '7', '1.5', '6', '4.5', '10', '429', '9.96', '605', '29.2%', '287', '11.4%', '0.44', '0.41']
['19', 'Mithy', 'TSM', '辅助', '22', '3.4', '67.3%', '0.4', '2', '1.9', '6', '6.1', '12', '256', '1.91', '121', '5.9%', '432', '17.1%', '1.58', '0.30']
['20', 'MikeYeung', 'TSM', '打野', '22', '3.3', '72.9%', '1.3', '4', '2.1', '5', '5.8', '12', '318', '4.84', '194', '9.4%', '818', '32.5%', '1.19', '0.36']
['21', 'Adrian', 'FOX', '辅助', '19', '3.2', '74.9%', '0.4', '2', '2.7', '6', '8.4', '24', '252', '1.76', '148', '6.7%', '483', '15.2%', '1.68', '0.30']
['22', 'FeniX', 'FOX', '中单', '19', '4.0', '67.7%', '3.4', '10', '2.0', '6', '4.6', '13', '413', '9.49', '650', '29.5%', '485', '15.3%', '0.37', '0.22']
['23', 'Papa Chau', 'FOX', '辅助', '2', '4.4', '91.7%', '1.0', '2', '2.5', '3', '10.0', '13', '235', '1.05', '260', '9.5%', '445', '15.9%', '1.24', '0.24']
['24', 'Altec', 'FOX', 'ADC', '21', '3.7', '75.7%', '3.6', '9', '2.4', '6', '5.3', '17', '425', '9.70', '606', '26.7%', '337', '10.7%', '0.37', '0.41']
['25', 'Huni', 'FOX', '上单', '21', '2.4', '68.0%', '2.5', '6', '3.3', '6', '5.5', '14', '425', '9.62', '608', '26.8%', '868', '27.7%', '0.52', '0.19']
['26', 'Dardoch', 'FOX', '打野', '21', '4.2', '76.5%', '2.0', '7', '2.1', '5', '7.0', '18', '327', '5.12', '259', '11.4%', '987', '31.5%', '0.88', '0.44']
['27', 'Damonte', 'FOX', '中单', '2', '8.5', '70.8%', '2.5', '3', '1.0', '1', '6.0', '9', '392', '9.31', '507', '18.5%', '329', '11.7%', '0.52', '0.29']
['28', 'JayJ', 'FLY', '辅助', '2', '1.2', '70.0%', '0.5', '1', '3.0', '4', '3.0', '4', '225', '1.01', '221', '11.7%', '519', '19.2%', '1.54', '0.30']
['29', 'Keane', 'FLY', '中单', '6', '1.9', '81.2%', '2.3', '5', '3.3', '6', '4.2', '10', '377', '9.30', '513', '26.9%', '500', '15.8%', '0.32', '0.21']
['30', 'Flame', 'FLY', '上单', '18', '3.7', '73.1%', '1.8', '4', '1.7', '3', '4.5', '10', '389', '8.96', '472', '24.1%', '748', '25.1%', '0.57', '0.22']
['31', 'WildTurtle', 'FLY', 'ADC', '18', '3.3', '78.2%', '3.2', '9', '2.1', '4', '3.6', '8', '429', '10.37', '615', '31.4%', '332', '11.1%', '0.39', '0.35']
['32', 'AnDa', 'FLY', '打野', '16', '3.0', '79.5%', '1.1', '4', '2.4', '6', '6.2', '13', '307', '5.05', '167', '8.6%', '964', '32.4%', '1.45', '0.56']
['33', 'Fly', 'FLY', '中单', '12', '2.8', '75.9%', '1.8', '6', '2.4', '6', '5.0', '12', '367', '8.46', '558', '28.2%', '469', '16.2%', '0.49', '0.21']
['34', 'Stunt', 'FLY', '辅助', '16', '2.7', '82.2%', '0.6', '2', '2.8', '5', '6.9', '13', '258', '1.81', '153', '7.8%', '474', '15.7%', '1.30', '0.32']
['35', 'Shrimp', 'FLY', '打野', '2', '0.6', '60.0%', '0.5', '1', '5.0', '5', '2.5', '3', '264', '4.54', '148', '7.1%', '777', '25.3%', '1.22', '0.58']
['36', 'Solo', 'CG', '上单', '23', '3.2', '60.5%', '1.3', '4', '1.8', '5', '4.3', '11', '389', '8.77', '465', '25.5%', '664', '26.3%', '0.61', '0.18']
['37', 'Febiven', 'CG', '中单', '23', '11.1', '77.7%', '3.3', '12', '0.7', '3', '4.0', '11', '416', '9.80', '502', '27.5%', '321', '12.7%', '0.49', '0.21']
['38', 'lirA', 'CG', '打野', '23', '4.0', '70.2%', '1.5', '7', '1.7', '5', '5.1', '12', '325', '5.47', '176', '9.7%', '862', '34.1%', '1.30', '0.50']
['39', 'Apollo', 'CG', 'ADC', '23', '5.6', '77.7%', '2.6', '7', '1.3', '4', '4.7', '15', '418', '9.91', '531', '29.1%', '283', '11.2%', '0.44', '0.41']
['40', 'Hakuho', 'CG', '辅助', '23', '4.6', '80.0%', '0.7', '3', '1.6', '4', '6.8', '16', '262', '1.66', '149', '8.2%', '397', '15.7%', '1.36', '0.47']
['41', 'Hai', 'GGS', '中单', '17', '2.1', '76.1%', '1.6', '5', '2.9', '5', '4.5', '12', '373', '8.95', '553', '28.4%', '529', '18.5%', '0.59', '0.26']
['42', 'Lourlo', 'GGS', '上单', '17', '3.4', '65.9%', '1.6', '7', '1.6', '3', '3.8', '11', '372', '8.85', '414', '21.3%', '749', '26.2%', '0.55', '0.16']
['43', 'Matt', 'GGS', '辅助', '17', '2.5', '78.3%', '0.6', '3', '2.6', '5', '5.8', '18', '238', '1.66', '134', '6.9%', '460', '16.1%', '1.43', '0.26']
['44', 'Contractz', 'GGS', '打野', '17', '1.8', '70.3%', '1.5', '4', '3.2', '7', '4.2', '14', '298', '4.81', '251', '12.9%', '855', '29.9%', '1.60', '0.45']
['45', 'Deftly', 'GGS', 'ADC', '17', '3.1', '73.2%', '2.8', '9', '1.9', '4', '3.2', '10', '408', '10.00', '593', '30.5%', '264', '9.2%', '0.42', '0.33']
