名次,战队,KDA,场均击杀,场均死亡,每分钟伤害,一血率,场均时长,场均经济,每分钟经济,每分钟补刀,场均小龙,小龙控制率,场均大龙,大龙控制率,每分钟插眼,每分钟排眼,排眼效率,场均推塔数,场均被推塔数,year,Season
5, IMiracle, 2.1, 9.1, 15.2, 1650, 41.9%, 38:39, 58404, 1510, 27.64, 1.7, 37.9%, 0.6, 38.3%, 3.47, 1.16, 37.0%, 4.3, 7.8, 2015, 2015LCK韩国春季赛
6, JAG, 4.0, 13.2, 12.1, 1766, 60.0%, 45:17, 71494, 1578, 26.85, 2.6, 48.9%, 1.0, 57.4%, 3.28, 1.12, 33.2%, 6.4, 7.0, 2015, 2015LCK韩国春季赛
7, HLE, 4.7, 16.3, 12.2, 1861, 50.0%, 40:26, 68542, 1694, 28.03, 2.5, 54.1%, 1.0, 65.4%, 3.27, 1.19, 37.3%, 7.9, 4.9, 2015, 2015LCK韩国春季赛
1, RSG, 1.8, 10.8, 19.0, 2009, 0.0%, 33:0, 55784, 1690, 30.41, 1.5, 40.0%, 0.8, 50.0%, 3.05, 1.08, 34.5%, 3.0, 8.5, 2016, 2016无锡中韩电竞对抗赛
1, GEN, 5.6, 19.3, 11.3, 2696, 0.0%, 38:26, 74589, 1940, 31.27, 2.7, 66.7%, 1.0, 60.0%, 3.30, 1.18, 36.5%, 10.0, 2.7, 2016, 2016IEM京畿道站
2, IMT, 2.4, 13.2, 15.6, 1896, 80.0%, 34:13, 61506, 1797, 30.56, 2.0, 62.5%, 1.0, 62.5%, 3.40, 1.36, 45.5%, 5.8, 5.4, 2016, 2016IEM京畿道站
3, JT, 2.6, 7.2, 8.8, 1145, 25.0%, 36:2, 41032, 1138, 21.63, 0.8, 25.0%, 0.8, 42.9%, 2.50, 0.89, 26.2%, 4.0, 7.2, 2016, 2016IEM京畿道站
1, EU LCS, 2.4, 15.3, 19.0, 2470, 100.0%, 33:15, 59340, 1784, 29.55, 1.3, 40.0%, 0.3, 25.0%, 2.91, 1.02, 35.1%, 5.3, 7.3, 2016, 2016全明星赛
2, IWC, 1.2, 9.0, 19.7, 1330, 0.0%, 26:22, 41887, 1587, 29.75, 0.7, 33.3%, 0.0, 0.0%, 3.36, 0.85, 28.6%, 0.7, 10.7, 2016, 2016全明星赛
3, LCK, 3.5, 19.7, 16.0, 2415, 33.3%, 35:37, 68866, 1933, 32.37, 2.3, 58.3%, 0.7, 100.0%, 3.01, 1.85, 55.3%, 9.3, 2.0, 2016, 2016全明星赛
4, LMS, 5.7, 20.0, 10.0, 2306, 33.3%, 31:31, 59955, 1902, 30.54, 1.3, 66.7%, 0.0, 0.0%, 3.24, 1.11, 38.6%, 4.3, 2.7, 2016, 2016全明星赛
5, NA LCS, 3.7, 15.7, 13.0, 1961, 0.0%, 34:57, 63871, 1827, 31.37, 1.7, 62.5%, 1.0, 100.0%, 2.84, 1.13, 37.0%, 6.3, 2.3, 2016, 2016全明星赛
6, LPL, 2.6, 13.3, 15.3, 2171, 100.0%, 32:10, 56365, 1751, 30.66, 1.3, 40.0%, 0.3, 33.3%, 3.26, 1.41, 42.1%, 5.3, 6.3, 2016, 2016全明星赛
7, xPeke, 3.0, 0.6, 0.2, 406, 80.0%, 6:35, 2719, 412, 8.03, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 0.4, 0.2, 2016, 2016全明星赛
8, aphromoo, 0.0, 0.0, 1.0, 369, 0.0%, 2:19, 1000, 431, 3.88, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 0.0, 1.0, 2016, 2016全明星赛
9, Doublelift, 0.0, 0.0, 1.0, 352, 0.0%, 5:37, 2449, 436, 8.90, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 0.0, 1.0, 2016, 2016全明星赛
10, Faker, 0.0, 0.0, 1.0, 263, 0.0%, 1:59, 906, 456, 3.03, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 0.0, 1.0, 2016, 2016全明星赛
11, Uzi, 4.0, 0.6, 0.0, 441, 71.4%, 9:25, 3735, 396, 8.68, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 0.6, 0.0, 2016, 2016全明星赛
12, Maple, 5.0, 0.7, 0.1, 510, 57.1%, 8:7, 3187, 392, 7.85, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 0.6, 0.0, 2016, 2016全明星赛
13, We1less, 1.0, 0.5, 0.0, 388, 50.0%, 8:15, 3182, 385, 7.64, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 0.5, 0.5, 2016, 2016全明星赛
14, MadLife, 0.0, 0.0, 1.0, 494, 0.0%, 10:22, 3939, 379, 8.20, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 0.0, 1.0, 2016, 2016全明星赛
15, Pray, 1.0, 0.5, 0.5, 365, 50.0%, 2:21, 1113, 472, 4.88, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 0.5, 0.0, 2016, 2016全明星赛
16, Smeb, 1.5, 0.6, 0.4, 383, 60.0%, 5:14, 2097, 399, 6.75, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 0.6, 0.4, 2016, 2016全明星赛
17, Bjergsen, 0.0, 0.0, 1.0, 332, 0.0%, 4:28, 1726, 386, 5.82, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 0.0, 1.0, 2016, 2016全明星赛
18, BeBe, 0.0, 0.0, 1.0, 459, 0.0%, 10:50, 4166, 384, 8.22, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 0.0, 1.0, 2016, 2016全明星赛
19, Bengi, 0.0, 0.0, 1.0, 227, 0.0%, 7:55, 2864, 361, 7.20, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 0.0, 1.0, 2016, 2016全明星赛
20, Mouse, 0.0, 0.0, 1.0, 511, 0.0%, 4:52, 2070, 425, 8.22, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 0.0, 1.0, 2016, 2016全明星赛
21, Impact, 2.0, 0.7, 0.3, 482, 66.7%, 4:16, 1720, 402, 5.85, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 0.7, 0.0, 2016, 2016全明星赛
22, ClearLove, 1.0, 0.5, 0.5, 292, 50.0%, 5:11, 1958, 377, 5.78, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 0.5, 0.5, 2016, 2016全明星赛
23, Mata, 2.0, 0.7, 0.3, 363, 66.7%, 2:29, 1093, 439, 3.35, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 0.3, 0.0, 2016, 2016全明星赛
24, RonOP, 0.0, 0.0, 1.0, 283, 0.0%, 8:51, 3320, 375, 7.80, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 0.0, 1.0, 2016, 2016全明星赛
25, Celebrity, 0.0, 0.0, 1.0, 333, 0.0%, 1:35, 808, 510, 1.89, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 0.0, 1.0, 2016, 2016全明星赛
26, Optimus, 1.0, 0.5, 0.5, 438, 50.0%, 8:11, 3473, 423, 7.51, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 0.5, 0.5, 2016, 2016全明星赛
27, QTV, 1.0, 0.5, 0.5, 330, 50.0%, 6:20, 2568, 405, 7.74, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 0.5, 0.5, 2016, 2016全明星赛
28, Levi, 1.0, 0.3, 0.0, 370, 33.3%, 9:1, 3475, 385, 8.21, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 0.7, 0.3, 2016, 2016全明星赛
29, mithy, 0.0, 0.0, 1.0, 290, 0.0%, 5:18, 2161, 407, 7.74, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 0.0, 1.0, 2016, 2016全明星赛
30, Jankos, 0.0, 0.0, 1.0, 309, 0.0%, 2:39, 975, 367, 1.89, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 0.0, 1.0, 2016, 2016全明星赛
31, Reignover, 0.0, 0.0, 1.0, 202, 0.0%, 4:56, 1835, 371, 5.68, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 0.0, 1.0, 2016, 2016全明星赛
32, Rekkles, 1.0, 0.5, 0.5, 450, 50.0%, 4:52, 2075, 425, 7.79, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 0.5, 0.5, 2016, 2016全明星赛
33, sOAZ, 0.0, 0.0, 1.0, 325, 0.0%, 2:4, 950, 459, 3.87, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 0.0, 1.0, 2016, 2016全明星赛
34, Karsa, 2.0, 0.7, 0.3, 415, 66.7%, 2:14, 1120, 499, 3.56, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 0.3, 0.3, 2016, 2016全明星赛
35, Ziv, 0.0, 0.0, 1.0, 355, 0.0%, 3:24, 1507, 443, 7.06, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 0.0, 1.0, 2016, 2016全明星赛
36, Albis, 0.0, 0.0, 1.0, 534, 0.0%, 2:35, 1186, 459, 6.19, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 0.0, 0.0, 2016, 2016全明星赛
37, FIRE, 2.6, 40.0, 46.5, 4224, 100.0%, 24:33, 57719, 2351, 18.13, 0.0, 0.0%, 0.5, 100.0%, 1.91, 0.71, 39.6%, 3.0, 7.0, 2016, 2016全明星赛
1, UOL, 3.5, 16.7, 14.6, 2401, 70.0%, 31:56, 59576, 1864, 30.06, 2.1, 72.4%, 0.6, 54.5%, 3.08, 1.16, 34.8%, 6.5, 4.4, 2016, 2016IEM奥克兰站
2, FW, 3.7, 14.6, 12.7, 2165, 57.1%, 33:47, 60823, 1799, 29.52, 1.1, 36.4%, 0.6, 50.0%, 3.54, 1.26, 38.9%, 6.3, 5.4, 2016, 2016IEM奥克兰站
3, TSM, 3.0, 21.3, 20.3, 2483, 33.3%, 34:13, 63276, 1848, 28.28, 1.3, 44.4%, 0.7, 66.7%, 3.22, 1.00, 32.8%, 5.7, 6.7, 2016, 2016IEM奥克兰站
4, CHF, 1.3, 13.0, 26.0, 2173, 0.0%, 37:58, 63437, 1670, 27.78, 1.5, 42.9%, 1.0, 50.0%, 3.53, 1.08, 30.4%, 3.0, 10.0, 2016, 2016IEM奥克兰站
5, KZ, 4.3, 17.0, 13.8, 2149, 50.0%, 36:44, 67462, 1836, 29.23, 1.5, 46.2%, 0.8, 50.0%, 3.53, 1.37, 38.4%, 7.5, 5.8, 2016, 2016IEM奥克兰站
1, IG, 5.1, 23.6, 13.9, 2671, 0.0%, 35:5, 68753, 1959, 29.38, 2.7, 82.6%, 1.0, 70.0%, 3.38, 1.53, 41.7%, 8.6, 4.0, 2016, NEST2016全国电子竞技大赛
2, LGD, 2.4, 14.8, 17.6, 2237, 0.0%, 34:58, 63391, 1812, 30.10, 1.8, 48.5%, 0.2, 18.2%, 3.70, 1.29, 35.4%, 6.1, 6.9, 2016, NEST2016全国电子竞技大赛
3, SS, 2.9, 12.9, 13.8, 1947, 0.0%, 34:10, 61052, 1786, 30.05, 1.2, 37.0%, 1.0, 66.7%, 4.02, 1.52, 40.7%, 5.2, 6.5, 2016, NEST2016全国电子竞技大赛
1, SKT, 4.6, 15.2, 11.5, 2304, 33.3%, 35:14, 65901, 1869, 31.46, 2.7, 72.7%, 0.5, 50.0%, 3.41, 1.41, 38.1%, 7.8, 3.5, 2016, 2016年韩国电竞协会杯
2, KDM, 3.5, 15.0, 13.8, 2283, 81.8%, 36:12, 65541, 1810, 30.35, 1.5, 51.5%, 1.1, 70.6%, 3.70, 1.40, 41.8%, 6.5, 5.2, 2016, 2016年韩国电竞协会杯
3, CJE, 0.3, 1.5, 14.0, 1478, 0.0%, 28:9, 40686, 1444, 29.46, 0.5, 20.0%, 0.0, 0.0%, 3.66, 1.19, 38.7%, 0.0, 9.0, 2016, 2016年韩国电竞协会杯
4, KT, 2.5, 9.7, 11.7, 2393, 33.3%, 40:57, 70445, 1720, 30.23, 1.7, 50.0%, 0.7, 33.3%, 3.31, 1.76, 45.0%, 4.7, 5.3, 2016, 2016年韩国电竞协会杯
5, JAG, 2.8, 12.5, 14.5, 2236, 0.0%, 40:10, 70643, 1758, 30.38, 1.5, 40.9%, 0.8, 41.7%, 3.60, 1.59, 44.3%, 5.5, 6.3, 2016, 2016年韩国电竞协会杯
6, HLE, 5.1, 19.0, 11.8, 2594, 66.7%, 34:18, 66861, 1949, 31.20, 1.8, 61.5%, 0.8, 63.6%, 3.54, 1.34, 38.9%, 8.1, 3.8, 2016, 2016年韩国电竞协会杯
7, GEN, 2.9, 17.0, 18.4, 2827, 60.0%, 38:50, 74851, 1927, 30.80, 2.0, 58.8%, 1.2, 60.0%, 3.61, 1.55, 45.0%, 7.8, 5.6, 2016, 2016年韩国电竞协会杯
8, KZ, 3.0, 11.3, 13.0, 2272, 100.0%, 48:11, 86437, 1793, 31.74, 3.0, 64.3%, 1.7, 62.5%, 3.57, 1.97, 53.3%, 6.3, 7.3, 2016, 2016年韩国电竞协会杯
9, BBQ, 4.3, 14.0, 11.3, 2104, 42.9%, 35:53, 66107, 1842, 31.42, 1.6, 52.4%, 0.9, 50.0%, 3.24, 1.39, 37.8%, 6.3, 5.4, 2016, 2016年韩国电竞协会杯
10, AFs, 2.1, 12.0, 17.5, 2360, 0.0%, 40:19, 72876, 1807, 31.33, 1.5, 33.3%, 1.5, 75.0%, 3.62, 1.40, 40.1%, 4.5, 8.5, 2016, 2016年韩国电竞协会杯
11, MVP, 3.6, 14.0, 13.2, 2587, 75.0%, 38:50, 66731, 1718, 29.49, 2.0, 44.4%, 0.5, 28.6%, 3.62, 1.58, 44.4%, 4.8, 7.8, 2016, 2016年韩国电竞协会杯
12, RSG, 3.1, 17.5, 21.0, 2258, 50.0%, 33:32, 56375, 1681, 26.63, 1.0, 33.3%, 0.0, 0.0%, 3.61, 1.24, 36.6%, 2.5, 9.5, 2016, 2016年韩国电竞协会杯
13, KCN, 1.1, 6.5, 20.0, 1694, 50.0%, 29:49, 44757, 1501, 26.70, 0.5, 16.7%, 0.0, 0.0%, 3.39, 1.34, 38.8%, 0.5, 9.5, 2016, 2016年韩国电竞协会杯
1, 湖南财经, 1.5, 12.9, 27.3, 2072, 0.0%, 31:1, 49261, 1587, 24.96, 0.4, 18.8%, 0.3, 28.6%, 2.69, 0.84, 29.8%, 1.1, 10.3, 2016, LCL校际精英赛-长沙站
2, 大众传媒, 3.0, 22.4, 23.6, 2489, 0.0%, 33:36, 62221, 1851, 26.35, 1.1, 50.0%, 0.6, 57.1%, 2.97, 1.14, 39.8%, 5.3, 5.7, 2016, LCL校际精英赛-长沙站
3, 湖南工业, 7.3, 22.6, 9.7, 2397, 0.0%, 31:10, 65526, 2102, 29.88, 2.1, 100.0%, 1.0, 100.0%, 2.99, 1.15, 41.5%, 9.3, 0.6, 2016, LCL校际精英赛-长沙站
4, 湖南商学院, 3.0, 21.7, 21.7, 2500, 0.0%, 32:31, 60190, 1850, 27.42, 0.4, 25.0%, 0.1, 16.7%, 3.00, 1.16, 38.3%, 5.3, 5.9, 2016, LCL校际精英赛-长沙站
5, 长沙环保, 3.7, 24.6, 20.0, 2055, 0.0%, 42:32, 65713, 1544, 21.75, 1.3, 90.0%, 0.7, 83.3%, 2.86, 0.92, 32.5%, 7.1, 2.7, 2016, LCL校际精英赛-长沙站
6, 长沙理工, 3.5, 16.1, 14.9, 1601, 0.0%, 41:9, 58093, 1411, 22.62, 0.9, 42.9%, 0.3, 28.6%, 3.07, 1.20, 36.0%, 3.9, 4.4, 2016, LCL校际精英赛-长沙站
7, 长沙民政, 2.8, 16.0, 14.9, 2178, 0.0%, 28:8, 52711, 1872, 28.20, 0.9, 54.5%, 0.4, 75.0%, 2.52, 0.80, 25.8%, 6.0, 4.3, 2016, LCL校际精英赛-长沙站
1, CLG, 4.2, 14.7, 11.5, 2202, 33.3%, 35:47, 64227, 1794, 30.18, 2.2, 59.1%, 0.5, 42.9%, 3.26, 1.39, 39.9%, 6.5, 5.8, 2016, 2016全球总决赛
2, C9, 2.1, 10.2, 15.6, 2210, 44.4%, 43:16, 74640, 1724, 31.40, 2.2, 47.6%, 0.7, 31.6%, 3.40, 1.54, 42.8%, 4.8, 8.2, 2016, 2016全球总决赛
3, H2K, 4.6, 14.1, 9.2, 2100, 76.9%, 36:11, 65920, 1821, 30.86, 2.1, 56.2%, 0.6, 44.4%, 3.85, 1.58, 43.8%, 6.6, 5.2, 2016, 2016全球总决赛
4, SKT, 4.6, 14.5, 10.1, 2359, 45.0%, 42:25, 80713, 1902, 33.05, 2.7, 61.4%, 1.0, 55.6%, 3.61, 1.90, 47.0%, 8.2, 4.5, 2016, 2016全球总决赛
5, EDG, 3.4, 12.1, 12.5, 1827, 36.4%, 38:20, 65805, 1716, 29.42, 1.7, 43.2%, 0.6, 43.8%, 3.66, 1.55, 39.9%, 5.3, 6.8, 2016, 2016全球总决赛
6, AHQ, 3.0, 10.7, 11.3, 1974, 66.7%, 40:5, 71918, 1793, 30.79, 2.2, 52.0%, 1.0, 60.0%, 3.91, 1.49, 41.4%, 7.2, 6.2, 2016, 2016全球总决赛
7, HLE, 4.3, 15.8, 12.1, 2399, 62.5%, 37:58, 70167, 1847, 29.86, 1.9, 51.7%, 1.1, 69.2%, 3.96, 1.36, 39.3%, 7.2, 5.1, 2016, 2016全球总决赛
8, GEN, 3.9, 14.5, 11.4, 2584, 64.7%, 38:19, 72423, 1889, 31.05, 2.4, 62.1%, 1.2, 75.0%, 3.76, 1.51, 42.3%, 8.5, 3.9, 2016, 2016全球总决赛
9, RNG, 2.8, 10.6, 12.8, 1795, 60.0%, 34:17, 58876, 1717, 30.12, 1.4, 42.4%, 0.4, 33.3%, 4.01, 1.59, 44.9%, 4.6, 6.9, 2016, 2016全球总决赛
10, FW, 2.7, 10.2, 11.2, 2087, 50.0%, 46:40, 80143, 1716, 29.96, 2.5, 51.7%, 1.2, 53.8%, 3.95, 1.65, 44.8%, 6.2, 7.0, 2016, 2016全球总决赛
11, G2, 1.9, 7.5, 13.2, 1925, 50.0%, 37:46, 62419, 1652, 31.10, 1.3, 34.8%, 0.2, 11.1%, 3.58, 1.20, 35.3%, 4.2, 8.3, 2016, 2016全球总决赛
12, TSM, 3.6, 15.8, 13.8, 2230, 16.7%, 37:46, 70279, 1860, 31.45, 2.0, 54.5%, 0.5, 33.3%, 3.47, 1.45, 40.8%, 7.3, 6.3, 2016, 2016全球总决赛
13, SPY, 1.7, 10.5, 18.7, 1845, 33.3%, 32:10, 53452, 1661, 29.04, 0.5, 21.4%, 0.5, 42.9%, 3.14, 1.15, 33.9%, 2.8, 8.8, 2016, 2016全球总决赛
14, IM, 3.1, 11.0, 12.7, 2044, 33.3%, 42:35, 71215, 1671, 29.68, 0.8, 17.9%, 0.8, 45.5%, 3.65, 1.70, 46.6%, 4.0, 8.2, 2016, 2016全球总决赛
15, ITZ, 1.1, 6.5, 15.7, 1501, 0.0%, 33:25, 54051, 1617, 29.40, 1.0, 28.6%, 0.3, 28.6%, 3.60, 1.20, 33.0%, 3.5, 8.5, 2016, 2016全球总决赛
1, 七煌, 1.0, 13.0, 34.0, 2017, 0.0%, 26:55, 40300, 1496, 20.95, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 5.0, 4.0, 2016, 2016明星主播对抗赛
2, 熊猫, 2.9, 25.3, 29.0, 2737, 0.0%, 36:2, 67966, 1886, 27.73, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 5.0, 6.7, 2016, 2016明星主播对抗赛
3, 龙珠, 4.8, 23.7, 15.3, 2413, 0.0%, 26:32, 51966, 1957, 25.57, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 3.3, 5.7, 2016, 2016明星主播对抗赛
4, 战旗, 2.9, 25.0, 25.0, 2340, 0.0%, 30:12, 56900, 1884, 26.19, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 4.5, 6.0, 2016, 2016明星主播对抗赛
5, 全民, 4.1, 29.2, 22.2, 2983, 0.0%, 39:34, 63980, 1616, 21.38, 0.0, 0.0%, 0.0, 0.0%, 0.00, 0.00, 0.0%, 7.6, 2.6, 2016, 2016明星主播对抗赛
1, SS, 4.1, 13.1, 11.3, 2003, 0.0%, 35:2, 64582, 1842, 31.97, 1.6, 48.5%, 0.6, 42.9%, 4.09, 1.51, 43.9%, 6.3, 5.2, 2016, 2016S6世界总决赛LPL预选赛
2, VG, 2.2, 9.2, 15.0, 2128, 0.0%, 36:0, 62389, 1733, 30.96, 1.6, 47.1%, 0.8, 57.1%, 3.57, 1.73, 40.1%, 4.6, 7.6, 2016, 2016S6世界总决赛LPL预选赛
3, WE, 3.9, 13.3, 12.3, 2254, 0.0%, 36:42, 66360, 1808, 31.27, 1.9, 51.4%, 0.8, 57.1%, 3.40, 1.41, 37.9%, 6.0, 6.1, 2016, 2016S6世界总决赛LPL预选赛
1, OMG, 1.6, 10.2, 19.5, 1722, 0.0%, 30:23, 48910, 1609, 27.95, 0.8, 27.8%, 0.3, 28.6%, 2.95, 1.43, 44.1%, 2.3, 8.0, 2016, 2016德玛西亚杯—苏州武汉
2, RYL, 2.6, 14.2, 16.8, 1991, 0.0%, 38:8, 66962, 1755, 29.13, 1.7, 40.5%, 0.9, 53.3%, 3.05, 1.81, 54.3%, 5.2, 7.2, 2016, 2016德玛西亚杯—苏州武汉
3, EDG, 6.9, 21.8, 10.6, 2392, 0.0%, 34:38, 69106, 1995, 30.04, 2.1, 68.8%, 0.9, 75.0%, 3.57, 1.68, 49.5%, 7.6, 3.1, 2016, 2016德玛西亚杯—苏州武汉
4, IG, 1.8, 10.5, 18.5, 1770, 0.0%, 31:55, 51966, 1627, 27.15, 1.0, 28.6%, 0.0, 0.0%, 2.90, 1.42, 43.3%, 3.7, 8.3, 2016, 2016德玛西亚杯—苏州武汉
5, LGD, 2.4, 13.7, 18.7, 2066, 0.0%, 35:3, 62524, 1783, 29.83, 1.8, 45.8%, 0.5, 37.5%, 3.71, 1.58, 48.9%, 5.0, 6.5, 2016, 2016德玛西亚杯—苏州武汉
6, SS, 4.3, 13.7, 10.8, 2027, 0.0%, 38:51, 72765, 1872, 31.51, 1.9, 52.8%, 1.1, 55.2%, 3.60, 1.78, 51.7%, 7.7, 5.3, 2016, 2016德玛西亚杯—苏州武汉
7, VG, 2.9, 13.7, 15.7, 1913, 0.0%, 28:41, 49545, 1727, 28.04, 1.3, 42.1%, 0.5, 60.0%, 3.01, 1.81, 52.5%, 3.7, 7.0, 2016, 2016德玛西亚杯—苏州武汉
8, NB, 2.0, 10.7, 18.0, 1862, 0.0%, 35:11, 58638, 1666, 29.32, 1.2, 33.3%, 0.2, 11.1%, 3.36, 1.70, 52.9%, 3.5, 9.0, 2016, 2016德玛西亚杯—苏州武汉
9, RNG, 4.3, 19.8, 14.5, 2347, 0.0%, 36:41, 70706, 1926, 30.14, 2.1, 57.7%, 1.1, 61.5%, 3.71, 1.64, 48.5%, 7.8, 5.4, 2016, 2016德玛西亚杯—苏州武汉
10, WE, 3.2, 13.4, 14.7, 1958, 0.0%, 39:21, 69573, 1768, 29.94, 2.0, 51.3%, 1.0, 55.6%, 3.28, 2.04, 56.9%, 5.6, 7.6, 2016, 2016德玛西亚杯—苏州武汉
11, SAT, 1.6, 15.3, 26.7, 2134, 0.0%, 33:41, 57962, 1720, 26.90, 1.3, 36.4%, 0.5, 37.5%, 3.04, 1.50, 51.4%, 3.3, 9.2, 2016, 2016德玛西亚杯—苏州武汉
12, TBG, 2.0, 12.5, 18.3, 1671, 0.0%, 37:16, 63815, 1711, 29.34, 1.5, 40.9%, 0.7, 33.3%, 2.92, 1.71, 51.0%, 4.2, 8.0, 2016, 2016德玛西亚杯—苏州武汉
13, GT, 2.7, 16.4, 18.2, 2107, 0.0%, 32:43, 57696, 1762, 27.84, 1.2, 50.0%, 0.0, 0.0%, 3.26, 1.47, 46.2%, 5.2, 3.6, 2016, 2016德玛西亚杯—苏州武汉
14, YM, 3.1, 14.5, 15.2, 1845, 0.0%, 41:13, 74872, 1815, 29.46, 1.7, 40.0%, 1.0, 42.9%, 3.69, 1.91, 54.5%, 7.3, 7.2, 2016, 2016德玛西亚杯—苏州武汉
15, IM, 3.8, 16.4, 13.8, 2167, 0.0%, 36:35, 68225, 1864, 29.41, 2.2, 63.5%, 0.9, 63.0%, 3.47, 1.75, 47.2%, 7.1, 4.9, 2016, 2016德玛西亚杯—苏州武汉
1, AHQ, 5.7, 14.3, 8.8, 2048, 61.9%, 37:22, 70716, 1891, 31.53, 2.5, 67.7%, 1.1, 70.3%, 3.78, 1.57, 42.8%, 8.0, 4.0, 2016, 2016LMS港澳台夏季联赛
2, MSE, 3.3, 11.3, 12.6, 1923, 42.3%, 38:45, 68918, 1777, 30.47, 1.8, 44.4%, 0.7, 42.2%, 3.78, 1.50, 41.8%, 6.5, 6.7, 2016, 2016LMS港澳台夏季联赛
3, HKA, 3.0, 13.0, 14.6, 2194, 47.1%, 37:49, 67718, 1790, 30.36, 2.0, 51.1%, 0.7, 42.1%, 3.70, 1.50, 41.5%, 5.6, 6.9, 2016, 2016LMS港澳台夏季联赛
4, FW, 6.5, 14.2, 7.6, 2135, 47.1%, 38:29, 71840, 1866, 31.25, 3.1, 77.9%, 1.0, 67.3%, 3.58, 1.45, 38.7%, 8.3, 4.1, 2016, 2016LMS港澳台夏季联赛
5, M17, 2.6, 9.6, 13.0, 1972, 50.0%, 39:21, 68084, 1729, 30.16, 1.4, 36.8%, 0.7, 44.6%, 3.58, 1.52, 40.4%, 6.1, 7.3, 2016, 2016LMS港澳台夏季联赛
6, XG, 1.8, 7.0, 14.0, 1739, 35.7%, 36:11, 59188, 1635, 29.64, 1.4, 36.0%, 0.4, 28.9%, 3.69, 1.33, 36.9%, 3.7, 8.9, 2016, 2016LMS港澳台夏季联赛
7, JT, 5.5, 12.4, 8.0, 2102, 64.7%, 39:25, 72103, 1828, 31.16, 2.1, 54.3%, 1.0, 68.6%, 3.63, 1.42, 38.8%, 7.6, 5.1, 2016, 2016LMS港澳台夏季联赛
1, CLG, 3.2, 12.3, 12.8, 2149, 50.0%, 35:13, 61600, 1748, 28.78, 1.9, 53.3%, 0.6, 43.8%, 3.25, 1.36, 41.2%, 6.4, 6.7, 2016, 2016LCS北美夏季赛
2, C9, 5.4, 14.8, 9.5, 2054, 62.5%, 36:41, 66570, 1814, 29.60, 2.1, 53.0%, 0.9, 64.8%, 3.25, 1.35, 41.2%, 7.4, 5.4, 2016, 2016LCS北美夏季赛
3, P1, 2.6, 9.7, 13.2, 1750, 54.3%, 35:21, 60355, 1706, 28.63, 1.5, 38.1%, 0.6, 41.9%, 3.49, 1.44, 45.0%, 5.6, 7.8, 2016, 2016LCS北美夏季赛
4, TL, 3.3, 12.0, 12.5, 1972, 54.0%, 33:52, 58845, 1736, 28.77, 1.8, 51.4%, 0.5, 51.0%, 3.10, 1.10, 34.1%, 5.8, 6.6, 2016, 2016LCS北美夏季赛
